eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,sigmaMagnitude,Source
C201305221135A,2013,5,22,11,35,22,-177.65,-30.4,34.9,4.9,0,GCMT_039275
C201305231409A,2013,5,23,14,9,5,20.56,38.66,6.9,5.0,0,GCMT_039276
C201305231719A,2013,5,23,17,19,4,-177.23,-23.01,173.7,6.6,0,GCMT_039277
C201305232107A,2013,5,23,21,7,46,-175.76,-20.58,150.0,5.7,0,GCMT_039278
C201305240347A,2013,5,24,3,47,8,-121.06,40.19,9.7,5.7,0,GCMT_039279
C201305240544A,2013,5,24,5,44,49,153.22,54.89,598.1,7.5,0,GCMT_039280
B201305241456A,2013,5,24,14,56,31,151.44,52.24,624.0,6.7,0,GCMT_039281
C201305250227A,2013,5,25,2,27,19,147.16,-56.61,13.7,5.1,0,GCMT_039282
C201305251032A,2013,5,25,10,32,54,127.92,-7.51,100.0,5.6,0,GCMT_039283
C201305251413A,2013,5,25,14,13,11,-82.58,4.8,10.0,4.7,0,GCMT_039284
C201305251452A,2013,5,25,14,52,41,147.41,-56.59,10.0,4.8,0,GCMT_039285
C201305251728A,2013,5,25,17,28,38,-112.25,-13.48,13.9,4.7,0,GCMT_039286
C201305260608A,2013,5,26,6,8,16,67.31,39.96,18.0,6.2,0,GCMT_039287
C201305260803A,2013,5,26,8,3,22,-99.85,-36.03,10.1,5.0,0,GCMT_039288
C201305261225A,2013,5,26,12,25,15,115.87,-1.96,36.2,4.7,0,GCMT_039289
C201305261542A,2013,5,26,15,42,27,83.63,-42.68,10.0,4.9,0,GCMT_039290
C201305261600A,2013,5,26,16,0,55,5.18,36.74,10.0,5.0,0,GCMT_039291
C201305270006A,2013,5,27,0,6,10,107.44,-9.33,9.1,4.9,0,GCMT_039292
C201305270336A,2013,5,27,3,36,30,53.89,14.55,10.3,5.4,0,GCMT_039293
C201305270941A,2013,5,27,9,41,14,-82.64,9.42,9.2,5.6,0,GCMT_039294
C201305271106A,2013,5,27,11,6,8,-135.82,-54.22,10.0,4.7,0,GCMT_039295
C201305272022A,2013,5,27,20,21,59,160.26,52.23,13.3,5.3,0,GCMT_039296
C201305280009A,2013,5,28,0,9,52,41.66,43.25,4.8,5.4,0,GCMT_039297
C201305280659A,2013,5,28,6,59,44,178.71,-36.34,221.5,4.9,0,GCMT_039298
B201305280845A,2013,5,28,8,45,53,-177.82,-21.4,405.9,5.0,0,GCMT_039299
C201305281625A,2013,5,28,16,25,33,159.74,53.49,74.4,5.4,0,GCMT_039300
C201305281924A,2013,5,28,19,24,24,140.74,34.17,30.0,5.0,0,GCMT_039301
C201305291125A,2013,5,29,11,25,31,167.77,-17.95,10.0,4.5,0,GCMT_039302
C201305291438A,2013,5,29,14,38,3,-119.93,34.41,8.0,4.9,0,GCMT_039303
C201305291447A,2013,5,29,14,47,33,33.56,-46.94,10.0,5.2,0,GCMT_039304
C201305300224A,2013,5,30,2,24,17,120.86,17.7,19.9,5.3,0,GCMT_039305
C201305301438A,2013,5,30,14,38,23,128.02,-3.04,47.8,4.8,0,GCMT_039306
C201305301837A,2013,5,30,18,36,59,99.5,-3.95,20.1,5.3,0,GCMT_039307
C201305310146A,2013,5,31,1,46,3,143.57,39.81,33.0,4.9,0,GCMT_039308
C201305310243A,2013,5,31,2,43,18,168.85,-20.33,10.0,4.9,0,GCMT_039309
C201305310334A,2013,5,31,3,34,56,-175.75,-14.25,10.0,4.9,0,GCMT_039310
C201305310735A,2013,5,31,7,35,43,168.97,-20.41,33.3,4.6,0,GCMT_039311
C201305311019A,2013,5,31,10,19,27,-25.81,0.83,10.0,4.8,0,GCMT_039312
C201305311111A,2013,5,31,11,11,8,-122.12,-6.48,10.0,5.3,0,GCMT_039313
C201305311306A,2013,5,31,13,6,46,168.95,-20.3,10.0,5.1,0,GCMT_039314
C201305311325A,2013,5,31,13,25,49,-178.52,-28.47,212.8,5.3,0,GCMT_039315
C201306010134A,2013,6,1,1,34,14,-177.18,-23.06,185.4,5.5,0,GCMT_039316
C201306011410A,2013,6,1,14,10,6,124.9,7.28,10.0,5.7,0,GCMT_039317
C201306011440A,2013,6,1,14,40,18,125.01,7.37,10.0,4.6,0,GCMT_039318
C201306011625A,2013,6,1,16,25,28,166.11,-10.8,10.0,5.0,0,GCMT_039319
C201306011635A,2013,6,1,16,35,38,120.05,17.11,45.7,4.6,0,GCMT_039320
C201306011732A,2013,6,1,17,32,49,155.91,-7.03,56.1,5.6,0,GCMT_039321
C201306011840A,2013,6,1,18,40,27,77.93,-33.52,15.5,4.9,0,GCMT_039322
C201306012040A,2013,6,1,20,40,54,170.79,-63.48,10.0,4.6,0,GCMT_039323
C201306020058A,2013,6,2,0,58,44,-88.23,12.32,35.0,5.0,0,GCMT_039324
C201306020140A,2013,6,2,1,40,48,124.89,7.32,10.0,5.0,0,GCMT_039325
C201306020405A,2013,6,2,4,5,25,-141.68,-57.19,10.0,5.0,0,GCMT_039326
C201306020543A,2013,6,2,5,43,3,121.14,23.79,17.0,6.1,0,GCMT_039327
C201306020808A,2013,6,2,8,8,33,147.4,-6.22,59.1,5.1,0,GCMT_039328
C201306021639A,2013,6,2,16,39,24,154.37,-6.36,56.1,5.0,0,GCMT_039329
C201306022008A,2013,6,2,20,8,26,124.93,7.28,10.0,5.8,0,GCMT_039330
C201306030616A,2013,6,3,6,16,25,-16.23,-43.61,10.0,4.5,0,GCMT_039331
C201306031531A,2013,6,3,15,31,2,102.38,-4.94,41.3,5.1,0,GCMT_039332
C201306031648A,2013,6,3,16,48,29,8.3,74.74,10.0,4.5,0,GCMT_039333
C201306032027A,2013,6,3,20,27,22,151.01,45.38,51.5,4.9,0,GCMT_039334
C201306040223A,2013,6,4,2,23,1,150.91,45.41,46.7,5.1,0,GCMT_039335
C201306040712A,2013,6,4,7,12,26,151.05,45.35,44.1,4.9,0,GCMT_039336
C201306041100A,2013,6,4,11,0,9,150.92,45.38,23.6,5.4,0,GCMT_039337
C201306041101A,2013,6,4,11,1,57,151.07,45.28,35.0,5.3,0,GCMT_039338
C201306041403A,2013,6,4,14,3,10,145.83,16.98,16.1,5.8,0,GCMT_039339
C201306041829A,2013,6,4,18,29,3,69.91,-24.2,7.3,4.8,0,GCMT_039340
C201306042255A,2013,6,4,22,55,28,152.95,-4.53,67.8,5.0,0,GCMT_039341
C201306050012A,2013,6,5,0,12,39,-155.06,18.92,40.3,5.3,0,GCMT_039342
C201306050043A,2013,6,5,0,43,36,95.93,37.6,9.0,5.4,0,GCMT_039343
B201306050323A,2013,6,5,3,23,33,-179.79,-23.34,568.5,4.9,0,GCMT_039344
C201306050447A,2013,6,5,4,47,26,166.3,-11.4,39.0,5.9,0,GCMT_039345
C201306050914A,2013,6,5,9,14,54,-74.26,-8.1,152.0,5.2,0,GCMT_039346
C201306050945A,2013,6,5,9,45,21,-26.75,-55.48,21.5,4.9,0,GCMT_039347
C201306051155A,2013,6,5,11,55,11,139.05,-3.26,59.6,5.2,0,GCMT_039348
C201306051923A,2013,6,5,19,23,2,117.69,2.96,16.4,4.8,0,GCMT_039349
C201306060328A,2013,6,6,3,28,58,140.46,35.55,53.6,5.0,0,GCMT_039350
C201306060705A,2013,6,6,7,5,42,128.29,-6.97,44.8,5.1,0,GCMT_039351
C201306060816A,2013,6,6,8,16,19,154.67,-6.39,88.4,5.0,0,GCMT_039352
C201306060821A,2013,6,6,8,21,16,166.34,-11.44,35.0,4.9,0,GCMT_039353
C201306060855A,2013,6,6,8,55,30,-11.89,-4.88,10.1,4.3,0,GCMT_039354
C201306061153A,2013,6,6,11,53,47,21.87,36.81,39.4,5.1,0,GCMT_039355
C201306070317A,2013,6,7,3,17,54,-114.16,30.06,10.2,4.7,0,GCMT_039356
C201306070527A,2013,6,7,5,27,28,160.42,54.68,108.7,4.6,0,GCMT_039357
C201306070909A,2013,6,7,9,9,47,-177.2,-23.0,175.4,4.8,0,GCMT_039358
C201306071254A,2013,6,7,12,54,9,179.09,-23.89,546.0,5.5,0,GCMT_039359
C201306071638A,2013,6,7,16,38,2,122.67,24.1,33.0,5.3,0,GCMT_039360
C201306072013A,2013,6,7,20,13,13,-16.18,-43.75,7.2,5.8,0,GCMT_039361
C201306080039A,2013,6,8,0,39,14,-108.75,-36.04,9.9,4.8,0,GCMT_039362
C201306080212A,2013,6,8,2,11,57,126.79,10.64,29.2,5.5,0,GCMT_039363
C201306080346A,2013,6,8,3,46,9,154.01,-61.3,10.2,4.7,0,GCMT_039364
C201306080737A,2013,6,8,7,37,6,126.76,10.69,35.0,5.1,0,GCMT_039365
C201306081225A,2013,6,8,12,25,8,-66.69,-22.59,215.0,5.5,0,GCMT_039366
C201306081538A,2013,6,8,15,38,59,126.79,10.65,22.0,4.9,0,GCMT_039367
C201306082033A,2013,6,8,20,33,28,126.88,10.71,15.9,5.2,0,GCMT_039368
C201306090021A,2013,6,9,0,21,34,-25.36,-58.72,33.0,5.3,0,GCMT_039369
C201306090036A,2013,6,9,0,36,27,41.67,-42.69,10.0,5.1,0,GCMT_039370
C201306091422A,2013,6,9,14,22,15,131.99,-26.11,0.0,5.6,0,GCMT_039371
C201306092140A,2013,6,9,21,40,28,158.0,-8.87,29.7,5.0,0,GCMT_039372
C201306100805A,2013,6,10,8,5,52,-167.71,56.39,15.1,4.8,0,GCMT_039373
C201306101421A,2013,6,10,14,21,16,-81.63,-5.56,43.8,4.9,0,GCMT_039374
C201306102236A,2013,6,10,22,36,20,-101.41,1.25,10.2,4.5,0,GCMT_039375
C201306110937A,2013,6,11,9,37,7,-68.5,-21.89,132.8,5.1,0,GCMT_039376
B201306111302A,2013,6,11,13,2,22,-178.76,-21.14,540.4,4.9,0,GCMT_039377
C201306111407A,2013,6,11,14,7,47,-108.79,24.16,29.4,4.6,0,GCMT_039378
C201306111912A,2013,6,11,19,12,55,168.38,-18.02,76.6,5.3,0,GCMT_039379
C201306121158A,2013,6,12,11,58,37,-12.32,-2.46,10.0,5.2,0,GCMT_039380
C201306131324A,2013,6,13,13,24,45,128.89,26.53,20.0,5.9,0,GCMT_039381
C201306131647A,2013,6,13,16,47,23,107.24,-10.0,9.0,6.5,0,GCMT_039382
C201306131723A,2013,6,13,17,23,51,107.3,-10.0,6.3,5.4,0,GCMT_039383
C201306132219A,2013,6,13,22,19,31,-173.72,-19.91,7.2,5.0,0,GCMT_039384
C201306141756A,2013,6,14,17,56,45,-82.62,5.3,10.0,5.2,0,GCMT_039385
C201306151120A,2013,6,15,11,20,36,179.4,-33.85,195.0,5.5,0,GCMT_039386
C201306151611A,2013,6,15,16,11,2,25.02,34.4,10.0,6.0,0,GCMT_039387
C201306151734A,2013,6,15,17,34,27,-86.93,11.76,30.0,6.1,0,GCMT_039388
C201306160251A,2013,6,16,2,51,35,-27.44,-56.28,91.2,5.5,0,GCMT_039389
C201306160519A,2013,6,16,5,19,0,-99.2,18.16,52.0,5.9,0,GCMT_039390
C201306160804A,2013,6,16,8,4,24,128.96,-3.15,35.4,4.9,0,GCMT_039391
C201306161331A,2013,6,16,13,31,35,158.16,-58.35,10.0,5.3,0,GCMT_039392
C201306161420A,2013,6,16,14,20,1,158.23,-58.31,11.8,5.1,0,GCMT_039393
C201306162139A,2013,6,16,21,39,5,25.16,34.35,19.0,5.9,0,GCMT_039394
C201306170427A,2013,6,17,4,27,41,83.83,-42.68,10.0,4.7,0,GCMT_039395
C201306171121A,2013,6,17,11,21,42,52.41,-36.53,9.3,5.0,0,GCMT_039396
C201306171512A,2013,6,17,15,12,54,-87.01,11.84,35.0,5.0,0,GCMT_039397
C201306171917A,2013,6,17,19,17,58,115.86,-7.76,260.1,5.0,0,GCMT_039398
C201306180103A,2013,6,18,1,3,59,-16.05,-39.54,14.8,4.9,0,GCMT_039399
C201306180225A,2013,6,18,2,25,35,87.41,6.27,15.0,4.3,0,GCMT_039400
C201306181313A,2013,6,18,13,13,28,-176.25,-14.75,10.0,4.9,0,GCMT_039401
C201306182302A,2013,6,18,23,2,9,86.17,54.26,9.9,5.6,0,GCMT_039402
C201306190439A,2013,6,19,4,39,36,-120.25,-54.75,10.0,4.8,0,GCMT_039403
C201306190652A,2013,6,19,6,52,38,151.4,-3.77,10.0,5.4,0,GCMT_039404
C201306190819A,2013,6,19,8,19,49,-98.67,2.37,10.0,5.1,0,GCMT_039405
C201306190830A,2013,6,19,8,30,30,125.67,9.36,71.4,4.6,0,GCMT_039406
C201306190939A,2013,6,19,9,39,34,-174.44,-21.02,41.5,5.1,0,GCMT_039407
C201306191105A,2013,6,19,11,5,40,121.98,14.87,35.0,4.7,0,GCMT_039408
C201306191542A,2013,6,19,15,42,55,161.17,-52.14,10.0,4.7,0,GCMT_039409
C201306191933A,2013,6,19,19,33,4,128.52,2.8,221.9,5.0,0,GCMT_039410
C201306192129A,2013,6,19,21,29,11,-70.04,-32.66,104.3,5.5,0,GCMT_039411
C201306200149A,2013,6,20,1,49,44,142.35,40.83,52.6,5.0,0,GCMT_039412
C201306211033A,2013,6,21,10,33,57,10.14,44.15,5.1,5.1,0,GCMT_039413
C201306211408A,2013,6,21,14,8,47,-172.77,-15.72,35.0,4.9,0,GCMT_039414
C201306212051A,2013,6,21,20,51,56,73.13,36.89,41.6,4.8,0,GCMT_039415
C201306212219C,2013,6,21,22,19,9,143.73,12.54,34.9,5.3,0,GCMT_039416
C201306220141A,2013,6,22,1,41,39,143.74,12.57,10.2,5.1,0,GCMT_039417
C201306220542A,2013,6,22,5,42,39,116.06,-8.31,46.5,5.1,0,GCMT_039418
C201306220547A,2013,6,22,5,47,54,161.01,-10.09,81.9,5.0,0,GCMT_039419
C201306221205A,2013,6,22,12,5,0,-82.01,7.49,10.0,5.1,0,GCMT_039420
C201306221642A,2013,6,22,16,42,49,-173.58,-15.36,56.0,4.9,0,GCMT_039421
C201306221735A,2013,6,22,17,35,31,-89.95,14.44,247.6,4.8,0,GCMT_039422
C201306230146A,2013,6,23,1,46,34,-108.0,21.83,10.0,4.8,0,GCMT_039423
C201306231519A,2013,6,23,15,19,24,151.33,-5.0,129.8,5.0,0,GCMT_039424
C201306232000A,2013,6,23,20,0,37,-85.48,10.15,31.6,5.2,0,GCMT_039425
C201306232243A,2013,6,23,22,43,17,-40.9,31.61,15.4,5.0,0,GCMT_039426
C201306240801A,2013,6,24,8,1,39,148.68,-6.45,10.0,5.4,0,GCMT_039427
C201306240812A,2013,6,24,8,12,41,148.57,-6.41,10.0,4.7,0,GCMT_039428
C201306240955A,2013,6,24,9,55,44,148.58,-6.45,28.9,5.3,0,GCMT_039429
C201306242204A,2013,6,24,22,4,13,-42.59,10.7,10.0,6.1,0,GCMT_039430
C201306251610A,2013,6,25,16,10,5,140.17,-2.53,47.2,4.9,0,GCMT_039431
C201306251714A,2013,6,25,17,14,45,-103.33,-4.17,10.0,4.4,0,GCMT_039432
C201306260548A,2013,6,26,5,48,47,91.25,9.38,30.5,5.3,0,GCMT_039433
C201306261712A,2013,6,26,17,12,9,143.56,39.74,17.9,4.9,0,GCMT_039434
C201306262259A,2013,6,26,22,59,1,125.05,-0.14,32.7,5.9,0,GCMT_039435
C201306270838A,2013,6,27,8,38,8,127.13,1.11,120.0,5.7,0,GCMT_039436
C201306271553A,2013,6,27,15,53,28,59.48,-30.69,11.5,5.0,0,GCMT_039437
C201306271812A,2013,6,27,18,12,22,128.27,26.0,18.1,4.9,0,GCMT_039438
C201306280745A,2013,6,28,7,45,23,171.23,-22.81,37.9,4.9,0,GCMT_039439
C201306281017A,2013,6,28,10,18,49,-110.69,-36.28,10.0,4.6,0,GCMT_039440
C201306281140A,2013,6,28,11,40,49,82.28,28.66,24.8,5.0,0,GCMT_039441
C201306281535A,2013,6,28,15,35,55,93.51,10.62,109.7,4.8,0,GCMT_039442
C201306282140A,2013,6,28,21,40,25,-109.06,-34.97,9.9,4.7,0,GCMT_039443
C201306282351A,2013,6,28,23,51,49,122.23,24.09,15.0,5.6,0,GCMT_039444
C201306290216A,2013,6,29,2,17,3,112.67,-50.39,9.4,5.2,0,GCMT_039445
C201306290428A,2013,6,29,4,28,1,176.69,-64.83,10.2,4.8,0,GCMT_039446
C201306290634A,2013,6,29,6,34,40,151.51,-5.35,100.1,4.9,0,GCMT_039447
C201306291229A,2013,6,29,12,29,44,169.49,-20.11,119.2,4.9,0,GCMT_039448
C201306291905A,2013,6,29,19,5,13,-69.36,-15.68,263.8,5.1,0,GCMT_039449
C201306300104A,2013,6,30,1,4,22,119.83,-0.59,46.4,4.7,0,GCMT_039450
C201306300459A,2013,6,30,4,59,34,73.47,39.27,28.8,5.0,0,GCMT_039451
C201306301440A,2013,6,30,14,40,9,10.15,44.13,10.2,4.9,0,GCMT_039452
C201306301513A,2013,6,30,15,13,37,-176.66,-17.92,35.0,4.9,0,GCMT_039453
C201306301639A,2013,6,30,16,39,13,-75.29,-14.58,47.0,4.9,0,GCMT_039454
C201307010847A,2013,7,1,8,47,19,-28.56,-55.49,35.0,5.1,0,GCMT_039455
C201307011013A,2013,7,1,10,13,40,75.69,-30.34,10.0,4.6,0,GCMT_039456
C201307011232A,2013,7,1,12,32,45,75.69,-30.34,10.0,4.8,0,GCMT_039457
C201307011728A,2013,7,1,17,28,56,-29.64,39.45,8.6,4.8,0,GCMT_039458
C201307020028A,2013,7,2,0,28,41,92.73,33.08,42.3,4.6,0,GCMT_039459
C201307020737A,2013,7,2,7,37,2,96.67,4.64,13.0,5.9,0,GCMT_039460
C201307020938A,2013,7,2,9,38,41,-173.8,-15.73,47.2,5.6,0,GCMT_039461
C201307021045A,2013,7,2,10,45,21,21.85,40.12,22.2,4.9,0,GCMT_039462
C201307021118A,2013,7,2,11,18,33,55.02,27.28,12.0,5.0,0,GCMT_039463
C201307021333A,2013,7,2,13,33,17,30.91,1.61,10.0,5.2,0,GCMT_039464
C201307021355A,2013,7,2,13,55,37,96.65,4.66,10.0,5.3,0,GCMT_039465
C201307021536A,2013,7,2,15,36,43,96.71,4.65,10.0,5.2,0,GCMT_039466
C201307021839A,2013,7,2,18,39,43,-102.96,-35.93,10.4,5.2,0,GCMT_039467
C201307022004A,2013,7,2,20,4,55,-66.52,-23.85,198.9,5.2,0,GCMT_039468
C201307030340A,2013,7,3,3,40,27,-167.02,51.62,5.1,5.9,0,GCMT_039469
C201307030704A,2013,7,3,7,4,18,70.47,36.53,215.3,5.2,0,GCMT_039470
C201307031328A,2013,7,3,13,28,24,21.83,40.15,18.5,5.2,0,GCMT_039471
C201307031506A,2013,7,3,15,6,10,141.45,37.32,11.8,5.0,0,GCMT_039472
C201307031509A,2013,7,3,15,9,3,-178.11,-30.61,61.8,5.3,0,GCMT_039473
C201307031519A,2013,7,3,15,19,28,121.35,-48.96,10.0,4.9,0,GCMT_039474
C201307031653A,2013,7,3,16,53,52,-25.3,-58.82,51.1,4.8,0,GCMT_039475
C201307031921A,2013,7,3,19,21,46,30.89,1.54,10.1,5.8,0,GCMT_039476
C201307032013A,2013,7,3,20,13,37,179.9,-32.23,249.6,5.1,0,GCMT_039477
C201307032016A,2013,7,3,20,16,39,-26.33,-58.38,146.8,5.3,0,GCMT_039478
C201307032222A,2013,7,3,22,22,18,30.82,1.55,10.0,5.4,0,GCMT_039479
C201307041108A,2013,7,4,11,8,29,141.77,46.8,9.9,4.7,0,GCMT_039480
B201307041115A,2013,7,4,11,15,40,-178.48,-17.89,602.9,4.9,0,GCMT_039481
C201307041716A,2013,7,4,17,15,54,155.73,-7.03,29.0,5.7,0,GCMT_039482
C201307050552A,2013,7,5,5,52,21,67.24,-8.98,10.0,4.7,0,GCMT_039483
C201307060505A,2013,7,6,5,5,6,100.56,-3.27,21.0,5.9,0,GCMT_039484
C201307061940A,2013,7,6,19,40,28,-69.3,-18.82,99.2,4.9,0,GCMT_039485
C201307062037A,2013,7,6,20,37,43,-111.66,-29.73,10.3,4.9,0,GCMT_039486
C201307071835A,2013,7,7,18,35,30,153.93,-3.92,385.5,6.5,0,GCMT_039487
C201307072030A,2013,7,7,20,30,6,149.71,-6.03,56.0,6.1,0,GCMT_039488
C201307080213A,2013,7,8,2,13,40,113.0,-8.8,60.0,5.5,0,GCMT_039489
C201307080252A,2013,7,8,2,52,42,-89.17,13.29,55.0,5.7,0,GCMT_039490
C201307080914A,2013,7,8,9,14,12,-61.71,17.63,25.3,4.9,0,GCMT_039491
C201307081530A,2013,7,8,15,30,28,40.83,16.71,10.5,5.3,0,GCMT_039492
C201307090124A,2013,7,9,1,24,31,-177.5,-15.74,86.8,4.6,0,GCMT_039493
C201307090650A,2013,7,9,6,50,8,-167.18,51.57,13.8,4.2,0,GCMT_039494
C201307090943A,2013,7,9,9,43,11,-44.84,23.54,10.0,4.9,0,GCMT_039495
C201307091349A,2013,7,9,13,49,18,78.2,32.76,49.9,5.0,0,GCMT_039496
B201307091544A,2013,7,9,15,44,10,169.58,-13.14,600.8,4.9,0,GCMT_039497
C201307091615A,2013,7,9,16,15,38,129.79,-2.93,16.1,5.0,0,GCMT_039498
C201307091704A,2013,7,9,17,4,15,100.46,-3.36,17.5,5.6,0,GCMT_039499
C201307091803A,2013,7,9,18,3,5,-111.76,-29.67,10.9,5.3,0,GCMT_039500
C201307091822A,2013,7,9,18,22,32,-178.71,-31.81,52.0,5.1,0,GCMT_039501
C201307091848A,2013,7,9,18,48,38,-111.74,-29.51,12.6,5.2,0,GCMT_039502
C201307092051A,2013,7,9,20,51,47,-69.03,-19.05,111.5,5.3,0,GCMT_039503
C201307092358A,2013,7,9,23,58,16,7.35,-54.28,10.0,4.7,0,GCMT_039504
C201307100522A,2013,7,10,5,22,14,141.71,39.64,81.9,5.3,0,GCMT_039505
C201307100929A,2013,7,10,9,29,11,-175.81,-29.04,9.9,5.3,0,GCMT_039506
C201307101425A,2013,7,10,14,25,39,-177.47,-30.15,10.1,5.3,0,GCMT_039507
C201307101432A,2013,7,10,14,32,12,-69.25,-19.3,110.0,5.7,0,GCMT_039508
C201307101444B,2013,7,10,14,44,1,-177.54,-30.24,10.3,5.5,0,GCMT_039509
C201307101716A,2013,7,10,17,16,46,148.87,-4.96,11.9,5.2,0,GCMT_039510
C201307101921A,2013,7,10,19,21,4,166.73,-14.56,43.0,5.2,0,GCMT_039511
C201307101936A,2013,7,10,19,36,47,149.09,-4.91,11.6,5.0,0,GCMT_039512
C201307102333A,2013,7,10,23,33,46,158.82,49.99,35.9,5.0,0,GCMT_039513
C201307110014A,2013,7,11,0,14,34,141.77,30.48,25.5,5.3,0,GCMT_039514
C201307110205A,2013,7,11,2,5,23,48.19,12.71,10.0,5.0,0,GCMT_039515
C201307110716A,2013,7,11,7,16,24,98.99,1.8,9.7,4.8,0,GCMT_039516
C201307110832A,2013,7,11,8,32,10,-103.52,-3.92,10.0,4.4,0,GCMT_039517
C201307110946A,2013,7,11,9,46,10,47.97,12.67,10.0,5.0,0,GCMT_039518
C201307111448A,2013,7,11,14,48,39,-104.15,-35.41,10.0,4.7,0,GCMT_039519
C201307111814A,2013,7,11,18,14,47,78.24,-40.29,10.0,4.7,0,GCMT_039520
C201307112026A,2013,7,11,20,26,52,50.52,13.34,10.1,4.8,0,GCMT_039521
C201307120112A,2013,7,12,1,12,3,147.76,-5.08,45.1,4.3,0,GCMT_039522
C201307120724A,2013,7,12,7,24,7,148.92,-4.93,9.5,4.7,0,GCMT_039523
C201307120841A,2013,7,12,8,41,51,167.0,-12.66,230.2,4.9,0,GCMT_039524
C201307121959A,2013,7,12,19,59,48,-124.12,62.04,1.0,5.0,0,GCMT_039525
C201307132136A,2013,7,13,21,36,12,-66.83,-26.96,9.9,4.9,0,GCMT_039526
C201307140724A,2013,7,14,7,24,52,-109.09,19.46,10.0,4.0,0,GCMT_039527
C201307150128A,2013,7,15,1,28,54,125.06,7.39,51.8,5.0,0,GCMT_039528
C201307150627A,2013,7,15,6,27,42,-89.4,12.31,10.8,5.1,0,GCMT_039529
C201307150749A,2013,7,15,7,49,3,67.72,-8.83,10.0,5.0,0,GCMT_039530
C201307150909A,2013,7,15,9,9,37,-84.26,2.37,36.4,4.4,0,GCMT_039531
C201307150950A,2013,7,15,9,50,56,-15.75,69.75,10.0,5.1,0,GCMT_039532
C201307151134A,2013,7,15,11,34,26,-15.99,70.07,10.0,4.5,0,GCMT_039533
C201307151341B,2013,7,15,13,41,29,-15.62,69.94,7.0,4.5,0,GCMT_039534
C201307151341A,2013,7,15,13,41,38,122.94,23.77,31.3,5.3,0,GCMT_039535
C201307151359A,2013,7,15,13,59,4,-173.09,-15.4,15.0,5.5,0,GCMT_039536
C201307151403A,2013,7,15,14,3,39,-25.07,-60.86,11.0,6.5,0,GCMT_039537
C201307152235A,2013,7,15,22,35,45,-74.63,-9.87,131.3,5.4,0,GCMT_039538
C201307160927A,2013,7,16,9,27,40,-72.25,-15.85,39.4,4.9,0,GCMT_039539
C201307160935A,2013,7,16,9,35,53,154.77,-6.29,40.0,5.4,0,GCMT_039540
C201307161114A,2013,7,16,11,14,31,179.77,51.18,42.3,4.8,0,GCMT_039541
C201307161409A,2013,7,16,14,9,27,145.41,43.02,46.6,5.2,0,GCMT_039542
C201307161941A,2013,7,16,19,41,53,-62.54,-63.38,8.8,5.7,0,GCMT_039543
C201307162305A,2013,7,16,23,5,13,-26.31,-59.88,30.0,5.1,0,GCMT_039544
C201307162341A,2013,7,16,23,41,14,97.97,5.38,29.3,5.3,0,GCMT_039545
C201307170237A,2013,7,17,2,37,43,-71.74,-15.66,7.0,5.6,0,GCMT_039546
C201307170913A,2013,7,17,9,13,12,-129.5,-55.5,10.0,5.0,0,GCMT_039547
C201307171531A,2013,7,17,15,31,22,84.52,-42.15,14.9,4.4,0,GCMT_039548
C201307171946A,2013,7,17,19,46,12,130.02,-6.39,171.3,5.0,0,GCMT_039549
C201307172215A,2013,7,17,22,15,40,177.38,-16.49,7.0,4.6,0,GCMT_039550
C201307180959A,2013,7,18,9,59,32,167.78,-17.41,18.1,5.1,0,GCMT_039551
C201307181543A,2013,7,18,15,43,10,117.17,-8.31,33.5,5.0,0,GCMT_039552
C201307181948A,2013,7,18,19,48,13,-91.28,13.93,43.4,4.8,0,GCMT_039553
C201307182106A,2013,7,18,21,6,39,174.41,-41.55,17.5,5.7,0,GCMT_039554
C201307182329A,2013,7,18,23,29,40,-113.74,-20.68,8.6,4.8,0,GCMT_039555
C201307182344A,2013,7,18,23,44,13,142.18,39.06,54.6,5.0,0,GCMT_039556
C201307190220A,2013,7,19,2,20,40,167.69,-16.76,25.0,5.4,0,GCMT_039557
C201307190505A,2013,7,19,5,5,49,-113.43,-21.02,9.4,4.6,0,GCMT_039558
C201307190520A,2013,7,19,5,20,15,165.8,-10.86,48.6,5.1,0,GCMT_039559
C201307191140A,2013,7,19,11,40,42,-176.29,-30.47,21.8,5.5,0,GCMT_039560
C201307191405A,2013,7,19,14,5,31,157.63,-8.72,10.0,5.2,0,GCMT_039561
C201307191454A,2013,7,19,14,54,16,167.55,-17.47,28.9,4.7,0,GCMT_039562
C201307191639A,2013,7,19,16,39,18,141.62,37.5,40.0,5.4,0,GCMT_039563
C201307200508A,2013,7,20,5,8,58,136.66,-1.57,32.1,4.9,0,GCMT_039564
C201307200606A,2013,7,20,6,6,22,141.7,36.25,14.0,5.5,0,GCMT_039565
C201307200914A,2013,7,20,9,14,15,94.43,22.04,99.5,4.4,0,GCMT_039566
C201307201201A,2013,7,20,12,1,17,138.47,-2.25,8.1,5.2,0,GCMT_039567
C201307201648A,2013,7,20,16,48,40,135.42,-3.51,46.2,5.0,0,GCMT_039568
C201307201720A,2013,7,20,17,20,57,-126.43,43.29,15.6,4.2,0,GCMT_039569
C201307201917A,2013,7,20,19,17,10,174.39,-41.64,14.0,5.8,0,GCMT_039570
C201307210132A,2013,7,21,1,32,24,13.67,43.5,8.4,5.4,0,GCMT_039571
